	Term	p-value	z-score	CS	Related Genes
374	MAX_H1-hESC_hg19	5.21e-04	-0.1	0.68	RB1, DYRK3, RNF11, ARL6IP1, ETFA, UBE2L6, PSMD8, RPL7A, FAM134A, RPS16, PSMD4, NUSAP1, PSMD1, HIST1H2AD, HMGN2, TAPT1, BCAS2, TMEM14C, RPS8, H2AFX, NIPA1, DNTTIP1, RPS3A, JOSD2, PRKAB1, MRPS18C, TFDP2, MCM4, RPL24, BIRC5, MCM5, MNS1, UBA52, MCM2, TBCEL, MGST3, PON2, RPL36A, CDCA8, PPOX, CENPA, DNAJB2, UBB, NUP85, FIGNL1, RPS2, MARCH8, LSM4, SOD1, RPS26, CSDA, EIF5, PHF5A, SLC25A39, EIF3K, RPS29, LPCAT3, EIF3I, AARS, CDKN3
375	HDAC6_H1-hESC_hg19	6.67e-04	-0.1	0.67	MCM7, TFRC, MRPS12, HIST2H2AB, DLST, RPS27L, ALAD, PSMD8, CCNB1, FZR1, UROD, PRKAR2B, NUP85, FTH1, LMNA, NUSAP1, HIST1H2AG, SLC38A2, HIST1H3E, BNIP3L, FAHD1, H3F3B, SEMA4B, H2AFX, GINS4, AP1B1, ASNS, JOSD2, KIF22, RANGAP1, MRPS18C, TPCN1, PHF5A, PSME3, HAT1, CENPL, RANBP10, MCM4, HAGH, GCLM, RPS24, AARS
376	GABPA_K562_hg19	1.16e-03	-0.1	0.62	RB1, TBCEL, RPL3, RPL36A, RPS27L, ICAM4, COMT, TRAK2, ALAD, DNAJB1, RABGEF1, FAM134A, RPS16, PSMD4, FTH1, NDUFV1, RPL41, RPS8, SEMA4B, DNTTIP1, PDAP1, RPS3A, KIF22, RANGAP1, MRPS18C, RPS26, EIF5, PHF5A, EIF3I, RANBP10, RPL24, MCM4, UBA52
377	eGFP-NR4A1_K562_hg19	1.24e-03	-0.1	0.57	FEN1, CLIC4, GGNBP2, GYPC, COMT, DEDD2, CCNB1, UROD, LMNA, NPTN, E2F1, HIST1H2AD, RPLP2, BCAS2, FN3K, PHF10, TXNRD2, RIOK3, SEMA4B, SPHK1, LMO2, GTPBP2, KLF1, NDUFS7, HAT1, KLF9, ANAPC5, UBA52
378	CTCF_testis_mm9	6.67e-04	-0.08	0.52	CETN3, RPL36A, RPS27L, ETFA, GHITM, COMT, CLCN3, CENPA, NT5C3, TRAK2, PSMD8, EEF1B2, SRR, FIGNL1, PSMF1, FADS1, CDR2, SLMO2, SMOX, GADD45A, APLP2, DAPK2, ARRDC3, BSDC1, RPS3A, MARCH8, DYNLL1, LSM4, TPCN1, SOD1, EEF1G, SLC25A38, SLC25A39, TFDP2, MAFG, BOLA3, MCM4, HDGF, PABPC1, SERINC3, UBA52, AARS
379	JUND_A549_hg19	1.81e-03	-0.09	0.5	MAP2K3, RPL41, RPL3, GPX1, H2AFX, DLST, CDCA8, RPS27L, MARCH8, MEMO1, ETFA, CENPA, MRPS18C, EEF1D, RPS29, PRC1, RPL24, UBA52
380	CTCF_CD14-positive monocyte_hg19	1.22e-03	-0.07	0.45	FEN1, RPL3, LDB1, CD82, ENDOD1, RPL36A, RPS27L, CDCA8, UBE2L6, ATP5H, COMT, NT5C3, PSMD8, RABGEF1, RPL7A, FAM134A, FZR1, PSMD4, FNTB, BAG1, E2F2, FADS1, RAB8B, BNIP3L, NFE2, GCH1, RPS8, TXNRD2, GLRX5, AP1B1, ASNS, PLRG1, DYNLL1, RANGAP1, UBAC1, TPCN1, BOLA3, LPCAT3, CENPL, MCM6, CDKN3
381	SIX5_A549_hg19	8.76e-04	-0.07	0.43	RNF10, RPL3, CMAS, MGST3, MRPS12, DLST, GHITM, TRAK2, PSMD8, EEF1B2, RPL7A, RABGEF1, PSMD4, NUP85, UROD, NDUFV1, BCAS2, UBE2H, RPL41, FAHD1, H3F3B, RPS8, IFRD2, MARCH8, RPS3A, KIF22, HNRNPAB, PRKAB1, MRPS18C, EEF1G, RPS26, SLC25A38, ISG20, RPS29, CENPL, RPL24, HAGH, UBA52, RPS24
382	GABPA_SK-N-SH_hg19	7.68e-04	-0.07	0.42	RB1, FEN1, TBCEL, RPL3, PIGQ, COX17, MRPS12, CDCA8, DLST, ATP5C1, GHITM, CLCN3, APEH, PSMD8, ALAD, EEF1B2, RABGEF1, RPS16, PSMD4, SEC61G, NDUFV1, KLHDC2, RPL41, EIF2AK1, RPL23, APLP2, DNTTIP1, AP1B1, PDAP1, RPS3A, PLRG1, KIF22, PRKAB1, UBAC1, MRPS18C, RPS26, SLC25A38, PSME3, EIF3I, CENPL, RPL24, SERINC1, MCM5, UBA52
383	RELA_GM19193_hg19	6.67e-04	-0.06	0.42	CLIC4, ARL6IP1, HIST2H2AB, CDCA8, ETFA, ICAM4, MRPL14, APEH, MKI67, TRAK2, DNAJB1, TUBA1B, SAMD14, UBB, FCHO1, RNF19A, FTH1, RPLP2, HIST1H2AG, RPS2, TMEM14C, BNIP3L, KLF13, HIST1H2AI, HIST1H2AH, IFRD2, RPL23, ATPIF1, STARD10, PDAP1, RPS3A, JOSD2, GTPBP2, PRKAB1, HCFC1, ISG20, EIF5, NDUFS7, LPCAT3, RANBP10, MCM4, UBA52
384	SIN3A_SK-N-SH_hg19	1.31e-03	-0.07	0.41	BNIP3L, FAHD1, GINS4, RPA1, DNTTIP1, CDCA8, MARCH8, NT5C3, TRAK2, EEF1B2, ISG20, RPL7A, RPS16, NUP85, SEC61G, ANP32E, NUSAP1, E2F2, MNS1, HAGH, UBA52, NDUFV1, CDR2, MCM2
385	GABPA_HeLa-S3_hg19	8.11e-04	-0.06	0.4	RB1, OTUD5, FEN1, TBCEL, RPL3, TFRC, PIGQ, COX17, RPL36A, CDCA8, DLST, ATP5C1, RPS27L, GHITM, ATP5H, APEH, PSMD8, EEF1B2, RPS16, PSMD4, SEC61G, FTH1, KNTC1, BCAS2, KLHDC2, RPL41, EIF2AK1, SEMA4B, AP1B1, PDAP1, RPS3A, PLRG1, KIF22, PRKAB1, UBAC1, MRPS18C, HCFC1, RPS26, SLC25A38, PHF5A, EIF5, EIF3K, EIF3I, HAT1, MCM4, SERINC1, SERINC3, UBA52
386	CHD7_K562_hg19	6.67e-04	-0.06	0.4	OTUD5, FEN1, RNF11, ARL6IP1, CETN3, CDCA8, UBE2L6, ATP5H, CLCN3, CENPA, SAMSN1, DNAJB2, RABGEF1, TUBA1B, RPS16, UBB, UROD, NPTN, NUSAP1, RPS2, LBR, FADS1, BCAS2, FAHD1, SIVA1, ARRDC3, GINS4, ATPIF1, RPS26, ISG20, EIF3K, PRC1, RPS29, PSME3, EIF3I, CENPL, RHAG, SERINC1, MCM6, HAGH, UBA52, AARS
387	SPI1_GM12878_hg19	1.26e-03	-0.07	0.39	RB1, RNF11, FEN1, MCM7, ARL6IP1, WBP2, PON2, RPL36A, ICAM4, CLCN3, COMT, SAMSN1, HS6ST1, EEF1B2, UGCG, RABGEF1, FAM134A, TUBA1B, BTAF1, FTH1, CTSB, RBM38, HSPA8, CDT1, BNIP3L, RPL41, HIST1H2AI, HIST1H2AH, TXNRD2, RPL23, DAPK2, AP1B1, DNTTIP1, RPS3A, MEMO1, DYNLL1, PRKAB1, MRPS18C, ISG20, EIF5, MAFG, PABPC1
388	TCF12_A549_hg19	1.53e-03	-0.06	0.33	RPL3, ARL6IP1, MGST3, MRPS12, DLST, ETFA, RPL7A, UBB, PSMD4, NDUFV1, RPL41, FAHD1, RPS8, ATPIF1, ARRDC3, RPS3A, EEF1G, RPS26, SLC25A37, EIF3K, PSME3, RANBP10, MCM6, HAGH, MCM2, AARS
389	REST_SK-N-SH_hg19	8.11e-04	-0.04	0.28	DYRK3, ARL6IP1, UHRF1, PON2, ODC1, NUDT4, RPL7A, DNAJB1, RABGEF1, RPS16, UBB, PSMD4, NUP85, SEC61G, FTH1, LMNA, RPS2, FADS1, KLHDC2, FAHD1, RPS8, HIST1H2AH, EIF2AK1, PABPC4, H2AFX, PDAP1, PRKAB1, HNRNPAB, MRPS18C, EIF5, BOLA3, BIRC5, HAGH, XIST, PABPC1, MCM2
390	HCFC1_CH12.LX_mm9	6.67e-04	-0.04	0.28	GYPC, PIGQ, RPL36A, CDCA8, DLST, RPS27L, MRPL14, ATP5H, APEH, 2700029M09RIK, EEF1B2, DNAJB1, CCNB1, FIGNL1, LMNA, E2F2, RPS2, MAP2K3, RPL41, ATP6AP1, EIF2AK1, IFRD2, GINS4, ARRDC3, DNTTIP1, MARCH8, MT1, JOSD2, MARCH2, RPS26, EEF1D, PRC1, BOLA3, PSME3, RANBP10, ANAPC5, PABPC1, UBA52, CDKN3, GRINA, AARS, ATF4
391	RUNX3_GM12878_hg19	1.10e-03	-0.04	0.25	RB1, RNF10, CMAS, ARL6IP1, UHRF1, ATP5H, SAMSN1, ALAD, PRDX2, CCNB1, NUSAP1, HIST1H2AD, ERMAP, NDUFV1, BCAS2, TMOD1, BNIP3L, FAHD1, ATP6AP1, TXNRD2, GADD45A, IFRD2, APLP2, PABPC4, MARCH8, DYNLL1, RPS26, SLC25A37, PQLC1, HAT1, CENPL, RPL24, BIRC5, TMCC2, MNS1, CDKN3
392	EGR1_K562_hg19	9.95e-04	-0.04	0.24	RB1, RNF11, RPL3, TFRC, MGST3, ABCB4, ENDOD1, CENPA, HEBP1, ALAD, PRDX2, RABGEF1, FAM134A, CCNB1, PSMD4, FCHO1, SEC61G, BAG1, FNTB, ST3GAL5, RPS2, NDUFV1, NFE2, CDT1, RYK, PABPC4, ATPIF1, ARRDC3, GINS4, RFX2, DNTTIP1, AP1B1, BSDC1, DEK, SOD1, ISG20, SLC25A37, LPCAT3, BOLA3, NCAPD3
393	FOXM1_GM12878_hg19	8.38e-04	-0.04	0.24	FEN1, ARL6IP1, MGST3, MRPS12, CDCA8, ICAM4, UBE2L6, PRDX2, RPS16, UBB, UROD, FIGNL1, HIST1H2AD, E2F2, RPS2, NDUFV1, UBE2H, GPX1, SIVA1, IFRD2, PABPC4, H2AFX, RFX2, DNTTIP1, MARCH8, DEK, DYNLL1, RPS26, RPS29, HAT1, CENPL, RPL24, MNS1, HAGH, UBA52, MCM2
394	MAZ_CH12.LX_mm9	1.22e-03	-0.04	0.23	CMAS, LDB1, FECH, TFRC, PIGQ, MRPL14, UBE2L6, GHITM, APEH, TRAK2, PSMD8, DNAJB1, FCHO1, HMGN2, TAPT1, FADS1, TMEM14C, 2700097O09RIK, MAP2K3, PRNP, RPL41, UBE2H, ATP6AP1, RPS8, GADD45A, SMOX, IFRD2, RPL23, APLP2, JOSD2, EEF1G, MARCH2, EEF1D, PSME3, ANP32E, MCM4, ANAPC5, HDGF, MCM6, UBA52, CDKN3
395	UBTF_CH12.LX_mm9	1.22e-03	-0.03	0.17	RNF11, LDB1, FECH, ABCB4, PIGQ, RPS27L, DLST, APEH, CLCN3, TSPAN33, TRAK2, SRR, FAM134A, ST3GAL5, LBR, CDR2, TAPT1, HIST1H3E, RAB8B, PRNP, HIST1H2AI, TXNRD2, GLRX5, DAPK2, RPA1, HRAS1, PRKAB1, D030056L22RIK, UBAC1, 1700037H04RIK, TFDP2, EIF3I, BOLA3, HAT1, CENPL, PGP, ANAPC5, MCM6, PABPC1, CD47, GRINA
396	FOXA1_T47D_hg19	2.06e-03	-0.03	0.16	KLHDC2, LDB1, EIF2AK1, SLC43A1, H2AFX, DLST, BSDC1, MARCH8, THOC7, MRPS18C, PRDX2, RPL7A, TUBA1B, UBB, TFDP2, RPS29, ANP32E, MCM4, CD47, MCM6, SLC38A2, BCAS2
397	BHLHE40_A549_hg19	1.22e-03	-0.02	0.1	TBCEL, MCM7, TFRC, SLC43A1, ODC1, DLST, ATP5H, PPOX, DEDD2, PSMD8, FAM134A, NUP85, RNF19A, NPTN, RPLP2, GPX1, ATP6AP1, UROS, GLRX5, IFRD2, ARRDC3, ASNS, MARCH8, JOSD1, MRPS18C, SLC25A38, ISG20, SLC25A37, NGFRAP1, PHF5A, EIF3K, EEF1D, PSME3, KLF9, ANP32E, TXNIP, BLVRB, MCM4, PABPC1, UBA52, MCM2
398	STAT5A_GM12878_hg19	1.58e-03	-0.01	0.04	FEN1, ARL6IP1, DLST, UBE2L6, CLCN3, APEH, PRDX2, RPL7A, RPS16, NUP85, RNF19A, HIST1H2AD, HIST1H2AG, RPS2, NDUFV1, FADS1, FAHD1, SIVA1, IFRD2, PABPC4, AP1B1, MARCH8, RANGAP1, HNRNPAB, MRPS18C, SOD1, RPS26, SERINC1, HAGH, UBA52
399	POLR2A_ECC-1_hg19	1.40e-03	-0.0	0.02	TBCEL, RNF11, FECH, ARL6IP1, COX17, COMT, HEBP1, RPS16, PSMD4, WBP5, ST3GAL5, HMGN2, RHBDL2, NDUFV1, RBM38, BNIP3L, SLMO2, ATP6AP1, ACSL1, SMOX, DNTTIP1, PLRG1, PRKAB1, MARCH2, SLC25A37, SLC25A39, NDUFS7, CD47, MNS1, MCM2
400	SUZ12_NT2-D1_hg19	9.99e-01	1.51	-0.0	TAL1
401	EP300_H1-hESC_hg19	8.73e-04	0.0	-0.0	RNF11, DYRK3, RPL3, MCM7, ETFA, ALAD, FAM134A, RPS16, UROD, RNF19A, GPX1, JOSD2, KIF22, MRPS18C, NDUFS7, PACS2, EEF1D, PSME3, MCM4, BIRC5, BLVRB, HAGH, MNS1, CD47, ATF4, TBCEL, MGST3, RPL36A, ENDOD1, DLST, ATP5H, DNAJB2, PRDX2, UBB, PRKAR2B, FIGNL1, SPECC1, KLHDC2, CDT1, FAHD1, H3F3B, UROS, BSDC1, MARCH8, DEK, SLC25A38, SLC25A39, CENPL, UBE2O, SSBP3, AARS
402	CBX2_K562_hg19	9.97e-01	1.57	-0.0	TMOD1, SPECC1, SLMO2, APLP2, UBE2L6, COMT, MKI67, SLC25A38, NGFRAP1, TSPAN8, TAL1, ST5, SEC61G
403	CBX8_K562_hg19	9.94e-01	1.57	-0.01	TMOD1, SPECC1, SLMO2, SLC4A1, UBE2L6, COX6C, MKI67, TSPAN33, NUDT4, NGFRAP1, TSPAN8, TAL1, SEC61G, TMCC2
404	POLR2AphosphoS2_myocyte_mm9	1.22e-03	0.0	-0.02	LDB1, WBP2, HIST2H2AB, MRPL14, ATP5H, MKI67, TRAK2, 2700029M09RIK, RABGEF1, PRDX2, BTAF1, UROD, FIGNL1, NUSAP1, PSMF1, HIST1H1C, MAP2K3, FN3K, SPECC1, GCH1, TXNRD2, SEMA4B, EIF2AK1, IFRD2, ARRDC3, GINS4, BSDC1, PDAP1, MARCH8, PRKAB1, UBAC1, SOD1, EEF1G, CSDA, LPCAT3, MKRN1, UBE2O, MCM5, XIST, UBA52, GSTM5
405	NR2C2_HepG2_hg19	1.93e-03	0.0	-0.02	OTUD5, TBCEL, RPL3, ARL6IP1, COX17, HIST2H2AB, CLCN3, TRAK2, EEF1B2, RPLP2, HIST1H2AG, HIST1H1C, RPL41, RPL23, UROS, EIF2AK1, IFRD2, GLRX5, AP1B1, PDAP1, BSDC1, RPS3A, RANGAP1, GTPBP2, RPS26, SLC25A38, PHF5A, NDUFS7, EIF3I, BOLA3, MAFG, HDGF
406	REST_HCT116_hg19	9.63e-01	1.57	-0.05	HMGN2, ANK1
407	SUZ12_K562_hg19	9.64e-01	1.72	-0.06	ABCB4, RPS27L, RPS3A, ANK1, SOD1, EEF1G, RPS26, NDUFS7, COL5A1, RNF19A, MKRN1, NUSAP1, TMCC2, HDGF, RHBDL2, NDUFV1, SLC38A2
408	MAX_GM12878_hg19	1.22e-03	0.01	-0.07	DYRK3, TBCEL, RPL3, ARL6IP1, MRPS12, DLST, ETFA, APEH, TSPAN33, CENPA, TRAK2, ALAD, EEF1B2, DNAJB1, RPL7A, CCNB1, RPS16, UBB, FCHO1, NUP85, LMNA, NUSAP1, ERMAP, BCAS2, RPL41, ATP6AP1, HIST1H2AH, DNTTIP1, MARCH8, PLRG1, DEK, RANGAP1, PRKAB1, SOD1, TPCN1, EEF1G, PSME3, CENPL, GCLM, SERINC3, AARS
409	NR3C1_ECC-1_hg19	9.47e-01	1.76	-0.08	PON2
410	RAD21_HCT116_hg19	9.33e-01	1.69	-0.1	DYRK3, UHRF1, DAPK2, ARRDC3, GINS4, STARD10, MRPS12, UBE2L6, PLRG1, APEH, LSM4, DNAJB2, KEL, BOLA3, FNTB, BLVRB, S100A9, SLC38A5
411	REST_U-87 MG_hg19	9.23e-01	1.54	-0.11	CMAS, HMGN2, ANK1
412	CBX3_HCT116_hg19	9.26e-01	1.87	-0.13	S100A9
413	EZH2_keratinocyte_hg19	9.09e-01	1.58	-0.13	PAQR9, RPL41, FAHD1, H3F3B, ABCB4, RPL36A, PLRG1, FAM132A, SLC25A37, GFI1B, SAMD14, WBP5, PGP, TAX1BP1, HIST1H2AD, TMCC2, HAGH, LBR, RHBDL2
414	MAX_NB4_hg19	1.22e-03	0.02	-0.14	RNF10, DYRK3, FEN1, TBCEL, RNF11, PIGQ, MRPS12, RPL36A, ICAM4, APEH, PPOX, TRAK2, HEBP1, ALAD, PRDX2, CCNB1, RPS16, NUP85, PRKAR2B, SEC61G, NUSAP1, E2F2, HMGN2, NDUFV1, BCAS2, TMEM14C, MAP2K3, RPL41, RFX2, MARCH8, PLRG1, RANGAP1, PRKAB1, TPCN1, SLC25A39, PQLC1, EIF3I, PSME3, BLVRB, NCAPD3, UBA52
415	eGFP-FOS_K562_hg19	1.22e-03	0.03	-0.18	HEMGN, RNF10, RNF11, MGST3, CDCA8, GHITM, ADIPOR1, DEDD2, TRAK2, DNAJB2, ARHGAP21, FAM134A, FZR1, UROD, LMNA, LBR, FADS1, PRNP, KLF13, H3F3B, GADD45A, SPHK1, LMO2, PDAP1, PDZK1IP1, RANGAP1, GTPBP2, MRPS18C, ISG20, DARC, SLC25A39, EIF5, EIF3K, RPS29, EIF3I, MAFG, RPL24, BLVRB, GCLM, AARS, ATF4
416	GATA3_SK-N-SH_hg19	8.70e-01	1.49	-0.19	MAP2K3, GCH1, PHF10, WBP2, GADD45A, RPL23, COX17, ATP5C1, CLCN3, RANGAP1, SLC38A2
417	RELA_GM10847_hg19	1.22e-03	0.03	-0.21	FEN1, RPL3, CETN3, UBE2L6, APEH, PSMD8, EEF1B2, RPL7A, RABGEF1, UBB, RNF19A, HIST1H2AD, KNTC1, HIST1H2AG, RPS2, ACSS1, TMEM14C, UBE2H, RPS8, HIST1H2AH, PABPC4, RPL23, ARRDC3, STARD10, PDAP1, RPS3A, HNRNPAB, HCFC1, EEF1G, CARHSP1, EIF5, NDUFS7, ANP32E, CENPL, RANBP10, RPL24, MCM4, SERINC1, PABPC1, UBA52, SSBP3
418	CCNT2_K562_hg19	1.22e-03	0.04	-0.21	RB1, TBCEL, DYRK3, RPL3, ARL6IP1, ODC1, DLST, TSPAN33, ALAD, RPS16, FCHO1, UBB, PRKAR2B, FIGNL1, SEC61G, ERMAP, TAPT1, SMOX, UROS, GLRX5, SPHK1, RFX2, PDAP1, LSM4, TPCN1, MARCH2, GFI1B, PSME3, EIF3I, BOLA3, LPCAT3, HAT1, CENPL, PGP, ANP32E, RPL24, SERINC1, TMCC2, MCM5, MNS1, MCM2
419	EP300_MCF-7_hg19	8.86e-01	2.01	-0.22	ISG20
420	CTCF_ECC-1_hg19	8.29e-01	1.54	-0.27	SPECC1, DNAJB2, GFI1B, DYRK3, RPS29, DAPK2, MRPS12, GINS4, ARRDC3, UBE2L6, PLRG1, GCLM
421	GABPA_A549_hg19	1.76e-03	0.05	-0.3	TBCEL, RPL3, PIGQ, COX17, RPL36A, CDCA8, DLST, RPS27L, GHITM, CLCN3, ALAD, RABGEF1, CCNB1, UBB, PSMD4, SEC61G, FTH1, KNTC1, RPS2, NDUFV1, BCAS2, KLHDC2, FAHD1, APLP2, DNTTIP1, PDAP1, BSDC1, RPS3A, KIF22, LSM4, MRPS18C, RPS26, SLC25A38, ISG20, EIF5, PSME3, EIF3I, HAT1, CENPL, HAGH, UBA52
422	MXI1_K562_hg19	1.22e-03	0.05	-0.3	RB1, RNF11, FEN1, CLIC4, FECH, UHRF1, PIGQ, MRPS12, CETN3, CDCA8, ATP5C1, UBE2L6, ATP5H, TRAK2, ALAD, UGCG, RPS16, PSMD4, UBB, RNF19A, FTH1, BCAS2, TMEM14C, HIST1H1C, BNIP3L, SIVA1, GINS4, AP1B1, RFX2, JOSD2, PRKAB1, TPCN1, HCFC1, RPS26, GFI1B, SLC25A39, EIF3K, SLC6A9, MNS1, SERINC3, UBA52
423	ZKSCAN1_MEL cell line_mm9	8.18e-01	1.69	-0.31	MAP2K3, RPL41
424	TCF7L2_HCT116_hg19	1.22e-03	0.05	-0.31	CLIC4, MGST3, MRPS12, SLC43A1, CETN3, ETFA, DEDD2, TRAK2, NUDT4, EEF1B2, DNAJB1, UGCG, CCNB1, RPS16, UROD, PRKAR2B, NUP85, PSMD1, RPS2, CDT1, GCH1, RPS8, GADD45A, RYK, UROS, GLRX5, H2AFX, BSDC1, RPS3A, DEK, DYNLL1, PRKAB1, LSM4, EEF1G, EEF1D, PSME3, LPCAT3, RPL24, MCM6, RPS24, CDKN3
425	SP2_H1-hESC_hg19	2.10e-03	0.06	-0.32	OTUD5, UHRF1, COX17, CETN3, MRPS12, RPL36A, RPS27L, ATP5H, CENPA, PSMD1, CDR2, BNIP3L, RPL41, ATP6AP1, GLRX5, PABPC4, ATPIF1, RFX2, RPS3A, LSM4, TPCN1, MARCH2, EIF5, ANP32E, PGP, TMCC2, AARS
426	SUPT20H_GM12878_hg19	2.30e-03	0.06	-0.34	RB1, ABCB4, HIST2H2AB, CDCA8, UROD, RNF19A, NUSAP1, HIST1H2AD, NDUFV1, SLC38A2, FAHD1, H3F3B, RPL23, GLRX5, ARRDC3, DNTTIP1, MRPS18C, SH3YL1, PHF5A, NDUFS7, EEF1D, ALDH1A1, ANAPC5, HAGH, PABPC1, AARS
427	TEAD4_MCF-7_hg19	8.45e-01	2.24	-0.34	NDUFS7
428	RXRA_HepG2_hg19	7.28e-01	1.36	-0.4	PRDX2, TBCEL, ISCA1, NDUFS7, UROS, LPCAT3, BOLA3, ETFA
429	REST_MCF-7_hg19	7.41e-01	1.49	-0.42	GFI1B, CMAS, TFRC, GADD45A, RPS27L, HMGN2, ANK1
430	STAT2_K562_hg19	2.58e-03	0.08	-0.44	HEMGN, ISG20, RSAD2, IFI27, SEMA4B, BAG1, TXNIP, UBE2L6, GCLM, GTPBP2
431	SMARCC2_HeLa-S3_hg19	4.73e-03	0.09	-0.45	MAP2K3, NFE2, FEN1, AHCTF1, FAHD1, GCH1, GYPC, WBP2, IFRD2, UROS, MGST3, DLST, ISG20, NDUFS7, LMNA, RANBP10, NPTN, HAGH, SLC38A2
432	NFE2_K562_hg19	3.82e-03	0.09	-0.46	FAM134A, FAHD1, EIF5, MAFG, NPTN, MARCH8, HAGH, GHITM, GCLM, LBR
433	NRF1_K562_hg19	2.17e-03	0.08	-0.46	LDB1, MRPS12, ATP5C1, MRPL14, NUDT4, DNAJB2, DNAJB1, SRR, CCNB1, RPS16, NUP85, FIGNL1, RPLP2, NDUFV1, BCAS2, NFE2, IFRD2, EIF2AK1, ARRDC3, RFX2, ASNS, PLRG1, DEK, DYNLL1, MRPS18C, TPCN1, RPS26, EEF1G, SLC25A39, RPS29, EEF1D, PSME3, MKRN1, MCM4, RHAG, MNS1, CD47, NCAPD3, UBA52, RPS24
434	E2F6_HeLa-S3_hg19	7.25e-01	1.55	-0.46	DYRK3, FEN1, TUBA1B, TFRC, MCM7, NUP85, SPHK1, ODC1, KLF9, MCM4, MARCH8
435	FOSL1_HCT116_hg19	6.36e-03	0.1	-0.46	MAP2K3, ISG20, PRNP, DNAJB1, CARHSP1, GADD45A, LMNA, NPTN, RANGAP1, SSBP3, HIST1H1C
436	FOS_endothelial cell of umbilical vein_hg19	2.17e-03	0.09	-0.47	CLIC4, ISCA1, RPL3, ARL6IP1, SAMSN1, DEDD2, DNAJB2, FAM134A, UBB, PSMD4, RNF19A, BAG1, LMNA, PSMD1, ST3GAL5, LBR, SLC38A2, MAP2K3, PRNP, BNIP3L, KLF13, GPX1, H3F3B, STARD10, PDAP1, ASNS, RANGAP1, SOD1, ISG20, SLC25A38, NDUFS7, RPS29, PRC1, EIF3I, ANP32E, RPL24, SERINC3, GCLM, UBA52, ATF4
437	CTCF_ES-Bruce4_mm9	2.17e-03	0.09	-0.5	WBP2, ABCB4, MGST3, MRPS12, RPL36A, ICAM4, UBE2L6, COMT, PPOX, CLCN3, PSMD8, FAM134A, CCNB1, FNTB, PSMD1, NDUFV1, FADS1, CAR2, H3F3B, TXNRD2, DAPK2, PABPC4, EIF2AK1, AP1B1, ASNS, LSM4, PRKAB1, D030056L22RIK, SLC25A38, SLC25A37, TFDP2, 1810022K09RIK, RPS29, BOLA3, LPCAT3, UBE2O, CD47, GCLM, ANK, ARF5
438	USF1_H1-hESC_hg19	1.73e-03	0.09	-0.5	RNF10, CLIC4, FEN1, ETFA, FAM134A, PSMD4, UROD, NPTN, HMGN2, TMEM14C, CTSB, BNIP3L, GPX1, ATP6AP1, RPS8, RPL23, JOSD2, MRPS18C, NGFRAP1, NDUFS7, PSME3, TXNIP, RPL24, BLVRB, HAGH, UBA52, ATF4, MCM2, TBCEL, WBP2, SLC43A1, PPOX, CCNB1, WBP5, E2F1, ST3GAL5, RPS2, FAHD1, STARD10, RPA1, MARCH8, UBAC1, SLC25A38, ISG20, PHF5A, EIF3K, MAFG, RANBP10, AARS
439	ESR1_ECC-1_hg19	6.77e-01	1.37	-0.5	GYPA, KLF13, LDB1, KLF9, TAX1BP1, GCLM, TPCN1
440	JUND_SK-N-SH_hg19	2.40e-03	0.09	-0.51	RNF10, MCM7, UHRF1, MGST3, DLST, ATP5H, CLCN3, PRDX2, LMNA, HIST1H1C, MAP2K3, CDT1, PRNP, UBE2H, RPL41, GPX1, GADD45A, UROS, BSDC1, PDAP1, PLRG1, JOSD1, RANGAP1, HCFC1, ISG20, SLC25A37, RPS29, PRC1, EEF1D, RPA3, RPL24, MCM4, SSBP3
441	NR3C1_HepG2_hg19	7.37e-01	1.84	-0.52	PHF5A, GHITM
442	TCF7L2_HepG2_hg19	6.75e-01	1.45	-0.53	NFE2, DNAJB1, PHF10, HIST1H2AI, HIST1H2AH, CDCA8
443	MYOD1_C2C12_mm9	5.37e-03	0.12	-0.55	CLIC4, RSAD2, CD82, FECH, GADD45A, ACSL1, MGST3, PIGQ, ENDOD1, ICAM4, DYNLL1, TSPAN33, TPCN1, TUBA1B, FTL1, PSMD4, UROD, ST5, E2F2, TMCC2, HMGN2, BCAS2, ATF4
444	CREB1_A549_hg19	3.29e-03	0.11	-0.55	RB1, RPL36A, ETFA, MRPL14, TRAK2, SEC61G, NDUFV1, CDR2, RPL41, APLP2, DNTTIP1, RFX2, PRKAB1, ISG20, EIF5, PQLC1, BOLA3, EIF3I, RPL24, BIRC5, SERINC1, CD47, UBA52, SSBP3, AARS
445	FOSL1_H1-hESC_hg19	7.18e-01	1.83	-0.56	PQLC1, MCM4
446	FOSL2_SK-N-SH_hg19	6.86e-03	0.13	-0.59	MAP2K3, H3F3B, GADD45A, WBP2, RANGAP1, ISG20, DNAJB1, EIF5, NDUFS7, LMNA, RPL24, SLC38A2, SSBP3
447	REST_ECC-1_hg19	6.61e-01	1.53	-0.59	RPL7A, AHCTF1, CLIC4, GFI1B, RPL3, CMAS, TFRC, RPS8, MAFG, MKI67, HMGN2, ANK1
