	cd1	cd2	cd3	gat1	gat2	gat3	logFC	student's t-test	p-value
LOC100045460	0	0	0	0	1.7	0	0.647698256	1	0.373900966
LOC100045477	0.4	0	2.4	1.7	1.2	2.9	0.601450624	1.114172029	0.327634899
LOC100045484	0	0.8	0	2.2	0	3.4	1.178337241	1.552430946	0.195512777
LOC100045488	1.9	1.5	0	0	0	1.2	-0.607682577	1.042900019	0.355875622
LOC100045491	0	2.6	0.4	0	0	0	-1	1.237179148	0.283686623
LOC100045501	7	5.5	0.4	1.4	9.5	3.6	0.138328157	0.170039658	0.873232664
LOC100045502	0.3	0	1.5	1.1	4.1	0	0.772589504	0.866400225	0.435148037
LOC100045505	0.8	0.8	1.2	5	1.7	0.7	0.842458723	1.17409609	0.305487826
LOC100045513	0	2.3	5.1	1.8	0	0	-1.115477217	1.172533837	0.306047171
TSN	59.1	57.6	58.9	40.3	43.1	43.4	-0.460441697	14.87694256	0.000118885
LOC100045524	2.3	0	0	2.3	4.3	0	0.857042046	0.981847761	0.381765077
LOC100045542	652.6	689.5	705	733.1	645.5	665.1	-0.002394632	0.036846179	0.972373179
LUC7L2	93.9	111.7	117.5	77.9	88.4	67.5	-0.46164536	3.19473036	0.03306658
LOC100045567	524.2	527.9	507.1	511.9	605.7	449.7	0.007461041	0.058964069	0.955808951
LOC100045585	0.2	0	0	1	0.3	0	0.426264755	1.20740686	0.293786474
LOC100045607	9.1	4.7	0.4	7.7	2.5	4.9	0.073581132	0.102504631	0.923289351
LOC100045612	3.6	0	0.7	0	0	0	-1.282933963	1.300643799	0.263251601
LOC100045617	447.7	442.9	398.4	664.7	811.7	446.4	0.575851813	1.969397588	0.120252469
LOC100045621	1.8	0	0	1.8	0	0	0	0	1
LOC100045625	0	0	0	0	1.7	0	0.647698256	1	0.373900966
LOC100045628	1.9	0	2	3.6	0.1	1.9	0.317740298	0.471495167	0.661854268
LOC100045644	135.2	159.2	159.1	130.5	184.2	136.2	-0.008240372	0.046079449	0.965455692
LOC100048439	191.3	176.3	169.9	116.2	110.5	162.7	-0.461969576	2.788019402	0.049411883
LOC100045677	228.6	355.2	350.5	197.4	216.2	164.1	-0.690717849	2.692336923	0.054525714
LOC100045678	62.6	30.8	82.2	69.2	97.5	80.5	0.486349709	1.396831883	0.234979053
LOC100045679	19.7	17.7	25.4	13.9	18.5	0	-0.894338224	1.683184043	0.167627556
LOC100045680	7.4	2.2	2.3	3.8	4.4	0	-0.411813598	0.560284594	0.605179475
LOC100045688	0.3	0.4	0.4	0	0	3	0.549338591	0.632981774	0.561127099
LOC675985	232.3	232.4	198.5	129.4	165.9	185.1	-0.462737881	3.069119264	0.037324995
LOC100045708	6.8	1.3	2.5	0	0	4.8	-0.802060622	0.836026537	0.450172732
LOC100045726	0	0	0	0	0	0.6	0.263034406	1	0.373900966
LOC100045737	42.3	77.4	94.1	75.5	117.7	50.2	0.184637499	0.396054054	0.712282852
LOC100045738	5.9	15.9	11.8	5.7	14.5	6.1	-0.320942984	0.596261173	0.583104698
LOC100045776	0	1	0.4	1.4	3.5	0	0.84434913	1.10294361	0.331945178
EG666756	2045.8	1701.8	1570.7	1132.1	1342.8	1383	-0.462841553	3.011919802	0.039475695
LOC100045782	158.7	231	242.3	183.3	190.3	159.5	-0.244254457	1.185983471	0.301262841
LOC100045793	0.1	0	0	0	3.3	0	1.023083613	0.969252053	0.387305585
LOC100045795	3.9	5.9	7.4	4.4	2	1.5	-0.890027158	2.292281942	0.083646586
LOC100045796	10.4	9.3	20.4	9.8	11.6	13.9	-0.170343477	0.429531276	0.689662488
LOC100045802	5.1	7.6	6.4	3.6	4.5	0.4	-0.942412508	2.456495806	0.069954548
LOC100045804	0	0.8	0	0	1.1	0	0.109624491	0.220564387	0.836232162
LOC100045840	3.9	0	0	0.5	0.5	0	-0.786596362	0.737553033	0.501712199
LOC100045853	0	0	0	0	2.3	0	0.821029859	1	0.373900966
LOC100045864	4571.9	7661.5	5115.4	5689.4	5291.9	7303.4	0.075788313	0.275188658	0.796801268
LOC100045867	3.3	1.1	3	1.8	3.5	3.5	0.182203331	0.523204565	0.628477053
LOC100045869	1.2	0	1.4	0.9	0	0	-0.521952703	1.068780843	0.345377197
LOC100045877	363	310.1	248.4	344.3	430.6	296	0.216114433	0.968048331	0.387838671
LOC100045878	0	0.9	0	0	2.3	1.5	0.802060622	1.310086459	0.260335097
LOC100045882	79	76.6	77.8	60	56.6	91.9	-0.160572372	0.736844426	0.502098699
LOC100045887	629.4	771.7	737.5	825.6	930.7	586.6	0.131452472	0.616441264	0.570956597
LOC100045890	350.6	436.4	417.7	634.8	625.3	364.7	0.430661328	1.518029855	0.203616626
LOC100045896	0.9	3.6	0	0	0	0	-1.321928095	1.386750491	0.237796144
LOC100045940	15.6	13.5	20	10.6	30.3	13.7	0.144785439	0.286070588	0.78902813
LOC100045947	1.5	3.3	0.9	2.6	2	0.6	-0.085391491	0.178571429	0.866953769
LOC100045950	24.4	21.1	32.6	22.9	19.7	35	-0.008922076	0.028840608	0.978373291
LOC100045958	8.9	1.7	3.3	9.6	6.5	7	0.62702656	1.285864666	0.267879953
LOC100045960	0.3	0.8	0	0	0	0	-0.450661409	1.571428571	0.191179987
LOC100045963	37.1	61.3	48	45	66.5	36.5	0.015368401	0.047019792	0.964751389
LOC100045966	1.2	0	1.5	0	2	0	-0.189033824	0.288429975	0.787346651
LOC100045967	426.4	424.2	365.7	517.4	725.8	445	0.471994147	1.818820982	0.143072936
LOC100045971	3.6	3.3	11.8	14.6	12.2	0.6	0.486376281	0.563996486	0.602877491
LOC100045981	48.7	32.2	20.5	51.1	95.5	96.7	1.238294916	2.767880949	0.050440389
GUK1	369.5	418.1	467.4	285.2	325.3	297.5	-0.465608963	3.773857615	0.019539198
LOC100045988	4.1	1.5	0	0.9	0	0	-1.140862536	1.268880731	0.27329571
UBP1	177.3	151	167.6	123	101.1	134	-0.466352249	3.720006297	0.020474413
LOC100046003	150.5	140.3	148.7	165.4	190.8	119	0.111936675	0.559894102	0.605421968
LOC100046025	21.7	24.6	26.4	21.5	23.7	33.4	0.108275852	0.503813661	0.640874729
LOC100046032	2.6	4.1	0	1.9	0.7	0	-0.79255792	1.035406358	0.358967916
LOC100046035	1.5	0.3	0.8	0	0	1.4	-0.347923303	0.687118001	0.529773783
GAPVD1	432	398.6	486.2	321.2	339.3	291.6	-0.466595625	4.182567731	0.013889499
LOC100046044	1.9	4.6	0.8	2.1	0	5.5	0.041419927	0.051016277	0.961758525
LOC100046045	1.2	3.1	4.4	1.7	0	0.6	-1.142444265	2.023857703	0.113000109
LOC100046049	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
DCI	239.7	248.3	270.7	156.1	214	178	-0.466908769	3.648226208	0.021805588
LOC100046068	0	0	0	0	4.2	0.9	1.432959407	1.331542765	0.253824301
LOC100046080	2.1	14.7	8.1	13.5	15.6	7.4	0.501587531	0.880431632	0.428345914
LOC100046081	84.7	103.7	101.3	88.9	72.7	83.1	-0.240828877	1.967186094	0.120557528
LOC100046087	80.3	59.8	56.2	74.7	82.7	72.9	0.227244597	1.40136202	0.233723983
LOC100046088	5.9	0	3.2	1.5	3.2	1.8	-0.349007629	0.48583281	0.652498887
LOC100046098	10	1	4.3	7.2	8	4.4	0.304479124	0.503587459	0.641020204
LOC100046120	21.5	17.1	36.7	22.8	87.7	51.2	1.072756342	1.461954048	0.217566364
LOC100046128	0	2.3	2.9	0	0	1.9	-0.742842161	1.01167991	0.368915726
LOC100046129	0	7.8	3.5	0	0	0	-2.252980741	1.669910216	0.170259126
LOC100046136	70.7	61	79.9	100.7	84.3	46.1	0.125474858	0.380771507	0.722731421
LOC100046143	20.2	25.3	18.2	14.8	18.6	12.5	-0.447852296	2.147854505	0.09821778
LOC100046144	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
LOC100046163	28	27.3	29.8	27.6	49.6	29.3	0.313716946	1.00382125	0.372263541
LOC100046168	0	0	0	0	0	1.1	0.450661409	1	0.373900966
LOC100046207	0	0.1	0	2.8	0	0.5	1.023083613	1.236267855	0.283990822
CENPT	214.4	239.1	249.9	162.6	164.5	179.6	-0.47083699	5.555078842	0.005139763
LOC100046232	275.5	303.2	436.7	430	1102.1	334.1	0.876116618	1.149669791	0.314343016
LOC100046250	0.5	0	0	0.6	2.8	0.9	1.060541542	1.78736965	0.148404554
LOC100046254	12.7	14.3	13.2	15.9	10.3	16.8	0.090602549	0.447099554	0.677944541
LOC100046255	0.3	0	1.7	0	3.5	0.1	0.40053793	0.42193013	0.694765481
LOC100046259	4.9	6.4	5.7	4.8	5.1	5.4	-0.128156351	1.214285714	0.291423144
LOC100046264	8.5	5.8	1.4	6.5	12.2	11.6	0.832483907	1.771031031	0.151257603
LOC100046274	0	4.4	0.5	0	4.6	0	-0.055853235	0.048305484	0.963788488
LOC100046275	53.1	7	9.4	5.9	6.5	12	-1.403805102	0.995063855	0.376025411
LOC100046278	0	0	1.2	0	0.6	0	-0.222392421	0.447213595	0.677868829
LOC100046298	249.4	211.1	258.4	243.8	184	207.1	-0.178468725	1.235713754	0.284175938
LOC100046320	44.6	62.2	60.7	84	54.4	58.3	0.228062594	0.896220079	0.420796532
LOC100046321	0	0	0	0.7	0	0.8	0.584962501	1.986798536	0.117881328
GTPBP1	133.3	127.8	130.9	94.9	90.5	96.6	-0.470890734	15.1756622	0.000109924
ADD1	300.6	294.3	300	235.2	183.1	225.4	-0.473458169	5.197209244	0.006528638
LOC100046350	0	0	0	0.9	9.1	0	2.115477217	1.151404563	0.313706349
LOC100046355	6.8	0	0	2.1	0	0	-0.942284502	0.660401625	0.545088915
LOC100046372	16.1	24.1	38.3	17.9	29.3	8.3	-0.478363435	0.862688734	0.43696193
LOC100046382	0	0	2.9	0	0	0	-0.975752454	1	0.373900966
MTA3	138.2	134.6	166.3	113.9	109.1	92.4	-0.473532398	3.449686359	0.02606193
LOC100046395	74.1	70	83.4	104.9	64.8	81.8	0.142898906	0.651572771	0.550217854
LOC100046401	205.7	237.9	220.6	152.9	181.2	236.7	-0.217571321	1.1832401	0.30223301
LOC100046406	34.3	22.5	35	40.3	44.3	19.2	0.171952683	0.4556451	0.672283958
PACSIN2	44.6	40.6	42.9	26.9	33.9	30.6	-0.473808921	5.249288784	0.006300251
WDSUB1	44.5	47.4	41.3	32.5	32.2	30.3	-0.474873049	6.731865449	0.002536745
LOC100046469	9	8.4	12.8	9.5	12.5	9.2	0.042813084	0.192201101	0.85694792
LOC100046483	144.3	187.9	189.1	155.5	185.2	149.8	-0.087342461	0.558746305	0.606135096
LOC100046496	102.4	91.5	46.3	94.5	265.3	141.9	1.053282858	1.622440405	0.180029141
LOC100046500	20.4	24.3	28.4	25.2	29.1	18.9	0.001894544	0.008856844	0.993357476
WHSC1	132.5	133.8	140.3	112.7	70.7	108.2	-0.475458285	2.833131136	0.04719496
LOC100046513	3.4	5	9.3	3.5	2.8	2	-0.873307995	1.727170957	0.15920854
LOC100046518	6.1	0	3.7	0.9	0	0	-1.714597781	1.648713648	0.174551477
LOC100046546	9.3	6.4	11.7	11.9	4.4	21.1	0.410283969	0.657923214	0.546525311
LOC100046552	201.3	226.7	35.7	368.2	113.2	209.8	0.572855898	0.7944726	0.471394419
LOC100046558	0	3.4	0	0	0	0.6	-0.830074999	0.810998225	0.462862462
LOC100046567	4.1	0	0	0	1	0	-0.827819025	0.734564159	0.503343947
LOC100046568	5.9	5	0	0	2	1.9	-1.010416616	1.198377175	0.296916167
LOC100046578	40.9	63.1	33.3	43.3	84.1	37.7	0.260804716	0.540667789	0.617436949
LOC100046586	111.2	49.3	60.7	22.4	12.4	27	-1.79072056	2.724459943	0.052743489
LOC100046599	0.2	0	1.1	0	0.8	4.5	0.948774677	0.934538627	0.402932497
LOC100046608	7.9	7.4	2.2	6.3	7.7	15.3	0.655910255	1.17852776	0.303906306
LOC100046609	0	5.2	0	2	0	0	-0.713695815	0.574366527	0.596475949
LOC100046616	0	4.8	0	1.2	0	0	-0.893084796	0.727606875	0.507157507
LOC100046641	0	2	1.3	0	0.6	1	-0.453717967	0.866400225	0.435148037
LOC100046643	0.1	4.2	0.3	0	0	0	-1.341036918	1.148923389	0.314617316
INCENP	456.5	374.3	432.8	329.4	268.1	307.5	-0.480196782	3.94441931	0.016896956
CLTC	69.8	71.7	63.9	52.4	48.7	45.2	-0.481141112	6.281549381	0.003279832
LOC100046729	0	0	0	3.1	4.9	0	1.874469118	1.863491085	0.135850357
RBM15	168.5	185.2	150.2	116.6	117.2	125.8	-0.483322239	4.56574704	0.010293897
LOC100046744	187.5	199.5	183.9	152.5	205.8	204.1	-0.021527491	0.156409431	0.883286985
LOC100044087	287.6	231.4	230.2	153.9	190.2	190.4	-0.484851552	3.1821169	0.03346738
TIPIN	290.3	287.5	310.3	223.5	193.7	216.5	-0.484973577	7.367632883	0.001808417
LOC100046771	0	3.7	1	2.5	0	0	-0.485426827	0.529851356	0.624260905
LOC100046775	153.1	134.8	146.7	142.8	138.8	146.9	-0.020252179	0.347613618	0.745651257
LOC100046777	0.5	0	2.4	0.5	1.2	5.9	0.845277405	0.84853582	0.443935079
LOC100046781	49.8	48.3	39	44.4	61	90.7	0.507036265	1.409017751	0.231618099
LOC100046792	5.9	6.4	5.5	4.6	6.7	1.3	-0.415037499	1.088066136	0.337735558
LOC100046793	825.8	673.8	254.8	842.3	560.4	3808.3	1.568947984	1.094436757	0.335244973
LOC100046796	65.2	89.9	103	67.4	85.6	84.9	-0.116168064	0.535250068	0.620849163
LOC100046800	7.5	1.9	0.9	2.3	1.6	3.5	-0.354842717	0.454402585	0.673105386
LOC100046802	0	1.8	7	1.8	0	2.7	-0.653824359	0.638809586	0.557691452
LOC100046804	0	0.2	0	0	0	0	-0.093109404	1	0.373900966
2900052N01RIK	0.4	0.3	0.5	0	0	0	-0.485426827	6.92820323	0.002278426
LOC100046825	416	174	130.2	160.6	110.4	202.8	-0.601010442	0.885087162	0.426108338
USP37	69.6	79.7	74	55.9	53.2	49.4	-0.48670242	6.208993276	0.003423443
LOC100046843	35.1	38.3	33.4	32.8	27.1	32.7	-0.199795531	1.998217027	0.116353178
D030056L22RIK	1105.8	830.1	947.4	788	603.2	664.1	-0.487767988	2.856264524	0.046103036
LOC100046852	0	0.3	0	6.6	0	1.5	1.750021747	1.3	0.263451596
LOC100046853	2320.1	2474.1	3046.3	3088.8	2970.5	2777.4	0.172499838	1.39036766	0.236781551
2410004L22RIK	155.1	196.9	158.7	122.3	121.3	119.6	-0.488294283	3.669983228	0.021391462
LOC100046861	0	2.7	0	0.3	2.9	0.6	0.254572827	0.30094661	0.778450001
LOC100046874	0.3	0	0	0	0	0.5	0.084888898	0.34299717	0.74886845
LOC100046883	127.2	112.5	103.3	138	88	155.1	0.150709926	0.59623172	0.583122552
LOC100046891	91.4	42.2	35.4	81.6	59.1	120.2	0.617582786	1.220875779	0.289175878
MRPL20	290.1	308.2	326.4	202.9	228.6	226.6	-0.488789827	6.66216918	0.002637046
LOC100046898	292	330.3	364.9	293.9	291	263.1	-0.218560817	1.997362868	0.116466738
LOC100046905	31.9	33.9	45.8	31.2	41.9	21.4	-0.23313292	0.776631148	0.480742441
LOC100046918	230	185.4	251.5	263.3	204.6	163.6	-0.078325588	0.338392846	0.752083362
LOC100046923	9.6	19.5	18.9	8.1	16.3	8.9	-0.490527699	1.185522423	0.301425683
LOC100046930	0	0.2	0.4	0	2.4	5.2	1.557995453	1.548308843	0.196466148
LOC100046932	0.3	1.5	1.6	0	0	0	-1.093109404	2.713495407	0.053344144
LOC100046946	1.7	0	3.3	0	0	0	-1.415037499	1.749278571	0.155146889
PRKAR2B	700.7	572.5	740.8	463.6	475	495.6	-0.488950243	3.74468193	0.020039383
LOC100046959	2.6	1.2	6.2	4.1	4.9	3.3	0.23502003	0.491704494	0.648689616
LOC100046963	0	1.8	1.1	0	1.3	0	-0.456378295	0.784464541	0.476620667
LOC100046982	2.3	0.6	0	0	0	0	-0.975752454	1.403408364	0.233159231
LOC100046996	788.3	677.5	748.7	821.9	676.1	843.9	0.080592295	0.686831276	0.529936502
LOC100046998	0	0.2	0.2	0	2.7	0	0.745427173	0.849524383	0.443445115
D4WSU114E	111.8	91.7	103.7	69.6	74.9	73.5	-0.489152317	4.914470016	0.007960882
LOC100047009	20.9	20.8	26.7	23.4	32.3	15.5	0.055495113	0.178463452	0.867033161
LOC100047012	207.7	158.7	268.4	152	101.6	114.3	-0.78207383	2.530891512	0.064603361
LOC100047016	6.8	12.4	9.6	11.1	15.9	11	0.366597144	1.341244683	0.250932728
LOC100047018	0	0	0.9	0	0	0	-0.378511623	1	0.373900966
LOC100047024	3.2	0	0	0.6	0.2	3.2	0.175086707	0.187522892	0.860378754
LOC100047028	6.7	10.3	14	16.4	9	8.1	0.102361718	0.247294559	0.816854759
LOC100047041	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
LOC100047043	1.9	2.4	0	0.6	1.3	2	-0.081300102	0.159617377	0.880918166
LOC100047046	2.3	0	0	0	6.1	3.6	1.260764232	1.27852527	0.27020751
LOC100047052	10.5	13.7	12.6	15.2	14.3	19	0.371804002	2.268532698	0.085866711
LOC100047053	213.6	48.9	18.8	45.1	36	200.8	0.003041523	0.002475796	0.998143156
LOC100047073	1.6	0	0.8	0	4.4	3.9	1.06529146	1.341949227	0.250724004
LOC100047082	1.7	0	0	4.9	2.3	0	1.11783649	1.202491041	0.295486429
LOC100047090	2.8	0	0	2.1	0	0	-0.185555653	0.2	0.851237014
LOC100047091	4.3	5.6	7.5	4.2	4.6	9.5	0.062284278	0.154576212	0.88464134
RCC1	146	168.9	182.7	120.5	127.1	106	-0.489351588	3.875816105	0.01790477
LOC100047113	0	3.8	4.6	2.6	3.1	2.3	-0.051530301	0.092722857	0.930582137
LOC100047126	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
LOC100047132	249.6	49.2	74	69.8	75.1	221	-0.026735278	0.028677044	0.978495901
LOC100047135	0	0	3.2	2	2.7	0	0.31259023	0.373485784	0.727738662
LOC100047151	0	0	0	0.2	2.9	1.9	1.415037499	2.114774672	0.101940354
LOC100047155	206.8	250.3	271.5	232.1	221.2	182.3	-0.196142522	1.275059343	0.271313424
LOC100047162	1701.8	757.2	363.8	762.1	1150.3	1562.4	0.299515609	0.473117448	0.660791922
LOC100047163	0	0	0	0	4	0	1.222392421	1	0.373900966
SFXN4	17.9	13.7	17.5	12	13	9.1	-0.489864186	2.813214383	0.048159183
LOC100047173	150	188.7	116.7	73	86.1	107.5	-0.765786548	2.723618377	0.052789314
LOC100047184	2653.6	3109.9	2949.7	2249.1	2297.1	2700.2	-0.265837706	2.497547041	0.066941829
LOC100047187	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
LOC100047191	0	0	2.5	0	0	0.4	-0.693896872	0.829450131	0.453479995
LOC100047193	0.3	1.5	0.5	0.7	0.9	3.5	0.611929548	0.957020298	0.392751933
LOC100047194	1.7	3.6	8.7	10.4	5.6	2.5	0.338801913	0.482894886	0.654409702
LOC100047200	4.3	0	0	0	1.1	0	-0.832272554	0.720969454	0.510815657
LOC100047208	1.2	0	2.8	0	0	0	-1.222392421	1.643989873	0.175523369
LOC100047214	64.9	73.2	70.3	48.2	60.1	71.2	-0.212078913	1.362147192	0.244812185
C230079O04RIK	21	21.3	25.8	12.6	17.2	17.8	-0.490712175	3.023546201	0.039027026
LOC100047238	0.1	0	0.9	0	0	0.1	-0.367731785	1.046228749	0.3545096
LOC100047246	0.1	0.5	2.5	0	0	0	-1.023846742	1.391941091	0.236341553
LRRC1	20.1	25	19	15.3	13.7	15.7	-0.4923235	3.32854135	0.029145271
LOC100047261	1986.5	2613.6	1458.7	2609.7	3856.9	2425.9	0.553329446	1.687044134	0.166870321
LOC100047264	8.5	5.7	3.9	6.1	5.6	3	-0.253493639	0.687887129	0.529337473
LOC100047265	0	0	0	2.6	0	0	0.900464326	1	0.373900966
LOC100047268	2.3	0.9	8.7	1.3	1.7	3.5	-0.649312912	0.721605353	0.510464346
LOC100047273	12.3	8.3	13.5	8.4	10.5	16.9	0.064637466	0.188830617	0.859419336
LOC100047285	0.7	0	0	0	4.4	0	1	0.830465258	0.45296823
LOC100047299	0.9	4.1	4.3	0	0	1.4	-1.483082887	2.20124894	0.092523761
LOC100047300	0	0	2.2	0	0	0	-0.793549123	1	0.373900966
LOC100047316	274.4	246.4	96.1	214	168.2	955.3	1.11266381	0.92025521	0.409515728
LOC100047323	209.4	146	197	139.9	150.1	151.5	-0.321343758	1.872562927	0.13443204
LOC100047339	4.3	10.7	0	0	0	1.3	-2.065588342	1.454978928	0.219367814
LOC100047343	0	1	2.3	0	5.1	2.2	0.709220604	0.823038298	0.456723072
LOC100047345	0	0.7	4.5	3.3	1.6	0.4	0.017487427	0.020429446	0.984679247
LOC100047353	186.3	397	351.7	708.5	790.6	308.1	0.948489274	1.792226455	0.147567561
LOC100047368	10.6	15.8	17.7	18.7	10.3	12.2	-0.09168069	0.291844448	0.78491572
LOC100047369	114	161.2	144.3	124.2	173.6	156.2	0.113242824	0.575053514	0.59605341
LOC100047374	0	3.2	0.8	0	0	0	-1.222392421	1.386750491	0.237796144
CTSB	2585.3	2310.8	2465	1796.7	1463.7	1970.9	-0.492512604	4.209031482	0.013596744
LOC100047391	6	1.4	2.4	4.3	3.7	1	-0.093109404	0.154447062	0.884736773
LOC100047393	339.2	356.3	402.9	351.3	372.5	319.5	-0.074041946	0.750116828	0.494896377
LOC100047402	41	28.7	61.5	44.2	71.8	22.8	0.079472861	0.148081766	0.889443142
LOC100047419	33.2	33.9	40.5	18.1	8.8	28.9	-0.911463325	2.760008525	0.050849175
LOC100047421	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
LOC100047427	4.7	14.9	21.4	6.9	10.5	6.9	-0.688602573	1.111975082	0.328474212
LOC100047443	0	1.3	0.5	3.2	0.1	2.1	0.807354922	1.220514307	0.289298717
LOC100047468	0	3.3	2.4	0	0.7	0	-1.23349013	1.646662305	0.174972839
LOC100047473	0	0	0	0	1.5	0	0.584962501	1	0.373900966
LOC100047480	81.3	73.9	69.1	54.1	68.9	63.1	-0.265448321	2.28223467	0.084577856
EIF3K	676.8	748.3	804.8	493	488.9	601.7	-0.492980188	4.118781832	0.01462696
LOC100047490	2580.9	2731.1	3109.9	2978.7	2491.9	2745.6	-0.035661583	0.324922796	0.761523394
LOC100047496	0	0.1	0	0	0	0	-0.047305715	1	0.373900966
LOC100047498	6.2	2.4	5.5	6.5	5	4.8	0.174604522	0.570707101	0.598729963
LOC100047534	0	0	0	0.6	2.6	0	1.047305715	1.357102287	0.246275839
LOC100047579	29.9	48.7	55.4	29.9	48.7	30.4	-0.290677161	0.84827193	0.444065945
LOC100047583	2.3	2.9	2.5	6.4	7.9	0	0.693161241	0.905810964	0.416264481
LOC100047603	6.6	5.8	8.2	7.4	8.8	4.6	0.012174714	0.046880723	0.964855548
LOC100047606	1.5	0	0	0.1	3.7	3.2	1.152003093	1.488117897	0.210941048
LOC100047611	4	9.3	10.7	2	10.8	10	-0.065588342	0.115198378	0.913839256
LOC100047615	8770.3	9183.1	8950.6	7661.5	8210.8	9415.9	-0.089346056	1.012957733	0.368373866
MIER1	118.2	132.3	118.8	86.5	84.7	90.2	-0.493743439	7.370727564	0.001805556
LOC100047628	5464.2	3764.5	2888	4052.5	4430.7	6185.8	0.275711556	0.849154358	0.44362846
LOC100047634	238.2	275.9	209.4	177.1	139.4	271.2	-0.298537186	1.036666593	0.358446216
LOC100047645	2.4	3.8	3.7	2.7	2.9	2.8	-0.178337241	1.099853363	0.333140456
DNTTIP1	1273.6	1352.1	1689	1021.3	971.2	1066.4	-0.49583584	3.211417706	0.032544988
TLK1	935.2	819.9	914	653.6	522.2	715.6	-0.496233014	3.86175677	0.018120125
LOC100047659	0	1	0	0	2.5	4.9	1.378511623	1.467874465	0.216049008
LOC100047670	585	442.1	505.1	378.1	260.8	443.2	-0.500598613	2.222336987	0.090377125
TRRP2	47.8	45.2	47.6	34.8	33.1	30.9	-0.496318188	9.921494663	0.000579412
LOC100047675	9.1	1.9	4.5	4.4	4.1	4.3	-0.227600712	0.427174552	0.69124255
LOC100047683	0	1.6	3.7	2.7	3.4	0	0.132755209	0.178885438	0.866722899
LOC100047693	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
LOC100047707	90.9	126.7	123.2	97.9	129.2	114.8	0.004608584	0.02520312	0.981100161
LOC100047710	3.9	0	2.3	0	2.1	0	-0.851136614	1.026927297	0.362495476
LOC100047712	151.1	148.9	159.9	153	151.7	155.3	0.000311631	0.009465606	0.992900928
LOC100047717	0	0.4	0	0	0	1.9	0.527247003	0.772539304	0.482906355
LOC100047726	3.3	3.3	8.7	3.3	0	4.9	-0.708344916	1.025972996	0.362894404
LOC100047738	3	1.4	6.8	1.9	1	0	-1.26710407	1.634377675	0.177518495
LOC100047749	112.8	127.1	85.8	105	90.5	96.6	-0.155567536	0.873803795	0.431548041
LOC100047752	0.8	0	0	0	0	2.8	0.610053482	0.68680282	0.529952653
LOC100047759	9868.4	9575.8	10598	8883.3	9415.9	10213.2	-0.075393255	1.037205245	0.358223435
LOC100047762	13.4	18.7	11.1	6.3	9.9	5.7	-0.891747109	2.72606853	0.052656027
LOC100047776	0	4.8	1.1	0	3.5	0	-0.453365618	0.429531276	0.689662488
LOC100047788	3444.3	751.3	1413.6	335.9	1022.3	1212	-1.125002829	1.187920119	0.300579719
LOC100047794	99.1	77.3	100.1	93.4	78	102.7	-0.012441572	0.077262337	0.9421252
LOC100047800	200.8	127.2	124.5	230.3	179.6	231.5	0.50050544	2.078997439	0.106143295
LOC100047808	0	1.8	0	2.1	0	0	0.087462841	0.108465229	0.918849849
LOC100047810	7.6	2.8	0	4.9	5.3	1.3	0.1138199	0.14335366	0.892942591
LOC100047815	129.6	255.9	105.3	344.6	187.1	461	1.011784294	1.817006189	0.143374942
LOC100047816	3.3	0.4	1.9	0	0.9	1.1	-0.782408565	1.328784247	0.254652382
LOC100047827	5797.1	4103.1	4461	8021.9	5970.6	5477.1	0.438967881	1.822669951	0.142434668
LOC100047833	0.3	2	0	0	0.8	0	-0.479992941	0.738101747	0.501413063
SMC1A	346.2	361.3	380.4	271.1	252.6	246.6	-0.496418741	8.579147659	0.001013974
LOC100047837	5.8	16.3	8.3	19.2	15.1	12.1	0.564662939	1.41222901	0.2307404
LSM4	1307.9	1602.6	1873.5	1086.8	1190.3	1110.4	-0.497623762	2.799188906	0.048851925
LOC100047840	6	0	0.4	0	0	0	-1.647698256	1.101485425	0.332508703
LOC100047841	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
LOC100047856	37.6	49.5	60.8	44.7	18.4	50.2	-0.375741709	0.970761834	0.386637845
LOC100047863	222.1	158	141.4	282.5	217.6	272.8	0.564927953	2.631775483	0.058078107
LOC100047870	7.5	20.8	18.1	11.5	9.1	13.9	-0.397620446	0.92487357	0.407377308
LOC100047888	1	0	0	0.1	0	2.1	0.378511623	0.525729545	0.626873393
LOC100047899	0.8	0	1.4	8.5	0	0	1.145050333	0.733699854	0.503816543
LOC100047902	0	0.4	0	0	0	0	-0.180572246	1	0.373900966
LOC100047904	5.1	12.4	3.2	14.1	14.1	12.6	0.886043811	2.352204861	0.078326493
WIPI1	203.3	171.6	196.2	137.5	141.9	124.1	-0.498046703	5.080864506	0.007076451
LOC100047911	143.5	90.6	92.8	98.6	69.8	97.4	-0.29549564	1.035267613	0.359025394
SPSB3	221.5	190.5	250	162.4	136	168.9	-0.499773008	3.259720086	0.031089026
LOC100047923	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
LOC100047930	0	0.1	0	0	0	0	-0.047305715	1	0.373900966
